Updated On,State,Total Doses Administered,Sessions,Sites,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Xur-V (Doses Administered),VaxZine-U (Doses Administered),X21 (Doses Administered),ADCC,18-44 Years (Doses Administered),45-60 Years (Doses Administered),60+ Years (Doses Administered),18-44 Years(Individuals Vaccinated),45-60 Years(Individuals Vaccinated),60+ Years(Individuals Vaccinated),Male(Individuals Vaccinated),Female(Individuals Vaccinated),Total Individuals Vaccinated
27/02/2023,Indiana,53551,122,46,20858,33248,44344,42848,24738,12165,14097,72,2479,18151,7884,22638,38160,15657,40495,28450,41921
16/10/2023,California,60097,500,56,10019,34149,20944,16601,21709,21662,30773,75,24800,47488,1960,10023,47310,7805,28436,46167,2232
17/06/2023,Wisconsin,2445,393,88,32299,39078,40407,39482,26661,38632,18646,54,11094,41994,27854,29256,19739,26110,1664,14197,39979
24/09/2023,Oklahoma,52103,512,64,34666,31270,10978,29855,21070,13823,15521,92,15890,33240,6761,22494,44290,36182,24880,457,20462
3/2/2023,Oregon,54988,510,73,36231,16186,19161,37983,648,33721,10684,14,8386,28242,20294,25590,19277,49854,27331,13013,6491
7/4/2023,Louisiana,92386,497,17,41854,35652,5960,37836,7456,14309,7340,40,35694,21553,16566,5275,39387,6291,5786,23876,29989
8/12/2023,Arizona,3993,907,35,26949,16588,30675,34828,37371,30782,42074,77,27741,37809,22466,16067,25998,14068,28879,27102,3083
15/05/2023,Texas,11159,667,46,47374,40401,46971,17650,21926,16823,15382,60,11322,19487,19794,35364,44255,37473,34135,3244,43643
18/08/2023,North Dakota,72989,563,31,39700,45758,42275,15271,41699,49886,39972,50,39652,1886,7348,47656,35461,2284,8565,7527,13057
24/01/2023,North Carolina,91727,620,9,24106,13960,17525,35398,42122,18710,9222,49,1924,10359,15850,10203,44730,31370,45834,47737,23216
28/06/2023,Illinois,60016,651,36,29573,26145,14285,40058,10131,46597,49693,39,43211,33105,27910,20019,22328,47964,47791,25900,49331
2/9/2023,Wyoming,35578,944,59,32943,46281,37394,40447,33758,24804,30536,27,5518,13651,26100,20260,41347,18928,13073,32469,32106
21/06/2023,Florida,16316,346,61,39375,48679,10105,15536,9119,14034,16254,93,41079,18150,13747,18483,17705,14285,35551,25680,48461
24/11/2023,New Mexico,16385,918,93,36032,1060,1370,17189,32127,39682,38023,9,162,18331,39859,9371,20551,15003,7418,36591,31636
22/06/2023,Wisconsin,66959,74,55,39110,14290,27303,41133,43852,30000,24437,1,12099,26649,21591,1392,1928,37246,36440,31063,25891
4/5/2023,New Mexico,93125,958,24,22110,10752,48371,21889,44773,32814,11920,56,24988,48340,48030,30616,2182,10246,42299,42641,12092
18/07/2023,Texas,94672,224,6,29302,8720,18381,33274,6743,498,29066,79,10611,46639,16754,8313,28894,11556,35973,2953,23329
13/02/2023,New York,14521,938,93,17526,4715,6402,34627,6646,20907,43155,54,31074,4605,39955,13250,6959,10642,31376,8242,2068
27/01/2023,Delaware,99920,986,77,11747,21831,48717,46791,5732,12733,22948,71,46499,1206,9623,22565,17016,21651,3523,4604,46853
14/08/2023,Ohio,71659,805,37,15368,12082,46036,4631,2964,40817,17617,79,25513,40050,15756,27873,24358,39961,563,40844,23363
13/12/2022,Montana,31746,127,91,39476,47543,28868,23127,43849,35723,27580,23,25763,49382,23268,8810,37597,41332,9053,32049,12688
12/10/2023,Wisconsin,5533,940,21,7396,43313,44371,43138,19358,5543,28239,46,47110,24475,5001,5298,16687,27066,24380,20987,43575
16/03/2023,Wisconsin,12375,162,88,8101,22247,11449,49167,6699,35367,24687,23,11834,22822,29062,38398,14294,35380,25142,25651,8242
20/10/2023,Montana,19392,236,67,38940,3460,37418,25214,27694,28694,42534,56,34657,31305,39591,32206,14281,44430,32348,31712,33049
20/01/2023,Alabama,10471,652,75,41969,12441,28267,36201,26438,30184,28440,32,42867,44327,43780,17660,10454,14413,9235,25988,40937
27/10/2023,Louisiana,66535,808,5,39373,15405,26170,2190,115,31156,34712,46,19216,25182,9058,32090,6875,8508,15161,27306,14515
27/07/2023,Maine,71001,521,36,2397,8533,47633,17892,20411,34547,24364,19,35844,43938,48645,3730,21850,9182,42445,24881,6779
13/03/2023,Wisconsin,30150,296,52,41615,7522,43245,35601,41073,10345,26389,5,15770,23121,24763,49207,38163,19845,148,24147,24236
1/7/2023,West Virginia,13915,847,19,8814,11700,48743,21941,12783,25119,3869,95,28101,11318,46519,38976,39997,11122,15637,48894,40960
7/1/2023,New York,17825,329,19,29163,7438,41153,21222,15028,2045,35812,87,38958,40971,38449,44776,47464,30698,28897,10522,44112
24/04/2023,Tennessee,30761,517,27,16796,42270,1505,32055,44202,1555,19309,72,10195,1666,37189,48822,8152,20220,38624,12208,37468
3/12/2023,Colorado,16978,890,59,42129,20460,23876,7741,5364,38200,14178,43,7506,15867,48772,40500,322,7968,21235,2068,45585
2/5/2023,New Hampshire,10042,738,34,38564,20507,34798,14607,5188,17946,16916,9,43300,40608,2043,17192,21033,25327,35592,45039,2040
17/02/2023,Arkansas,89391,912,40,27003,34668,33102,1862,43194,36604,1407,37,23371,23719,39272,9191,47033,25220,18310,45554,21855
2/10/2023,New York,36397,471,84,42741,1076,22083,34420,33219,37054,16561,23,15733,13176,30539,43424,20000,40911,48593,41491,19323
6/1/2023,South Dakota,98082,411,84,7602,4512,48524,46649,35327,47396,20259,44,7811,37961,49136,26484,49941,48270,43869,38343,19508
30/09/2023,Pennsylvania,27213,559,5,35716,19879,31679,22870,124,34625,37147,70,47199,12938,34928,469,35411,17834,19798,3315,11357
25/01/2023,Ohio,45245,476,15,13419,23992,49096,22289,13564,42861,25824,6,31426,15897,38091,15641,7027,48333,17815,3144,31957
2/1/2023,North Carolina,48192,285,76,7372,2045,1029,44624,18061,9490,20393,51,46884,43351,9850,43804,34726,30535,891,16462,20620
30/01/2023,Louisiana,9798,332,86,48847,44567,49273,44099,15039,36935,26562,92,11915,46646,17335,40259,22207,29753,21147,45255,49614
1/9/2023,Texas,29353,706,6,25226,9021,31199,8768,2539,1635,32400,78,36895,3949,34575,49313,37440,22764,40281,29112,49743
12/4/2023,West Virginia,46272,417,15,20462,27462,6292,47519,20389,4673,11662,42,47126,1075,3527,1379,12739,7323,39296,30737,13482
20/01/2023,Texas,66901,539,71,18443,29836,25083,37663,46523,16632,37402,78,47823,20173,11056,49740,20264,16897,5620,49295,22166
29/12/2022,Rhode Island,23319,362,79,17244,49779,37150,21267,45966,15020,41820,7,49992,27463,40827,47358,22237,11222,21915,10733,38211
3/2/2023,Texas,42476,838,7,12442,6034,24307,40781,30499,4317,22108,95,3381,46761,38357,16553,8242,26544,19111,24183,27248
14/08/2023,Missouri,60456,555,75,29523,21070,16210,45556,41400,18252,25787,76,18828,39109,7565,14265,40115,48526,24717,36838,48416
18/11/2023,West Virginia,84364,445,18,16387,40805,48633,30893,18583,29688,6542,38,33989,34268,33557,30538,26487,24036,36363,49817,17951
22/04/2023,Michigan,37412,796,88,45157,38072,33246,24926,34276,14910,5015,14,40118,13059,8290,26761,36618,2226,32256,33473,25907
27/04/2023,New Jersey,77983,436,67,5699,30499,12815,44483,13221,39095,47908,1,26044,37675,15944,20362,784,23483,7800,25734,43256
5/8/2023,North Dakota,34236,619,87,2261,34118,33837,11574,4433,48917,16335,66,228,5550,14798,33877,19360,48803,14547,48920,43782
9/2/2023,Utah,88741,978,61,8718,38124,852,40773,23065,22946,36477,48,46598,13630,5374,6711,23067,2625,44745,7131,24070
21/06/2023,Virginia,34814,819,19,40360,11387,1766,34870,9033,18853,48722,28,48421,39324,33883,20311,21735,28521,39002,35510,15094
9/10/2023,Tennessee,99255,982,81,34840,40074,41754,7990,40626,28866,35512,63,10505,19359,47973,18388,21650,3937,45211,24319,1604
3/4/2023,Illinois,95291,503,49,34043,19674,36787,30528,9260,15136,37485,42,18218,48250,48882,17687,19296,27016,15685,5482,25111
26/11/2023,Hawaii,55092,139,67,31767,41346,14843,38011,37050,42359,4000,13,20206,23771,10172,22358,44052,36380,49951,1418,23389
16/01/2023,Montana,64805,999,73,25714,10710,18226,3148,24424,48374,32703,37,28125,18937,6081,921,29778,24636,25012,43434,39207
17/06/2023,Utah,64655,963,86,1017,25189,30257,22573,8208,24516,24197,81,45502,7684,25106,37501,40091,44704,17230,14855,23319
14/12/2022,New Jersey,8865,120,12,31088,6545,27103,21168,47129,45934,19004,95,7663,45713,14449,25926,34642,11963,22411,22358,24774
16/05/2023,California,57660,86,42,6829,17586,1268,45317,43269,31413,1361,35,27358,26174,40380,48669,26607,4168,45852,35925,325
18/06/2023,Georgia,42364,74,80,34034,31682,45714,30697,6883,47348,32547,31,44073,39987,15858,10791,28079,9559,8213,37769,44403
4/7/2023,Missouri,28066,326,52,29191,32809,15472,6797,45180,24083,19643,47,26653,15846,38650,45447,4565,40893,26170,18367,7811
18/03/2023,Montana,46514,939,21,9496,17810,11677,28909,7536,5441,49758,53,24052,33850,35149,2812,8626,41071,1138,31110,21990
31/03/2023,North Carolina,87360,868,87,11636,31953,7765,43595,33607,46315,27289,43,20068,16405,29932,20060,23955,35987,17176,43778,23143
20/05/2023,Illinois,41139,565,90,44018,1517,28978,27692,30693,49433,38443,74,31634,12053,42485,27258,19317,34140,26229,29558,3117
17/06/2023,Minnesota,8061,177,72,19753,16668,22130,38560,604,9264,13163,5,43489,45040,6010,16215,30548,28789,13379,40007,31171
22/08/2023,Illinois,78236,322,89,36551,45305,2226,1500,34431,3036,38168,21,33326,5743,39625,45733,30124,37658,21963,29264,13622
28/11/2023,Maryland,13813,232,44,4146,8466,31935,18034,46786,36746,22616,5,40868,30782,10878,42699,18716,38768,49023,10917,22462
24/05/2023,New York,8979,417,16,24327,12879,15689,34671,14598,2700,30707,98,43110,31881,17976,21296,29478,35361,2468,8422,37666
10/11/2023,Florida,80829,114,76,40964,19840,39782,26400,29694,48973,16282,43,46437,15718,33900,4872,34577,12410,2351,3014,40985
31/10/2023,Idaho,91947,800,24,10271,10870,45988,42566,49302,1470,29129,0,22960,17484,15012,12209,44273,36134,27449,28388,155
29/11/2023,New Hampshire,7365,982,43,9463,39852,47615,32266,25832,5986,13658,15,3950,42880,18955,44564,49156,39998,31796,44636,45338
3/10/2023,Minnesota,10225,76,90,45743,9860,30251,46811,15344,21054,31625,26,14445,38560,30493,43716,36547,2363,12329,2692,10981
1/6/2023,Colorado,34334,483,97,17479,1454,25175,9684,36848,31144,5182,61,47819,46884,1045,9038,36128,44751,31705,47203,29780
24/03/2023,North Dakota,22336,708,88,6967,43757,31490,5084,20809,33362,2351,18,18814,4917,31561,46717,21798,25323,42595,31364,23456
25/10/2023,South Dakota,28319,646,19,5974,25803,32894,29800,17574,44405,43960,32,10701,30961,28780,6058,3661,28371,20644,13644,12101
22/02/2023,Pennsylvania,32204,154,46,10773,4999,13513,37994,19359,27596,38985,5,29624,49175,21021,28327,12617,15724,7070,5338,40569
12/9/2023,Tennessee,94180,363,36,2590,21173,11481,49356,10352,20380,35854,69,1907,34864,29871,33683,1179,2052,13178,19812,33504
11/8/2023,Mississippi,55906,990,34,46197,45067,39784,36269,18765,33400,48616,11,10010,42803,7359,10627,36089,27283,5606,37759,39840
28/09/2023,North Dakota,10015,701,50,616,43802,2920,30792,2406,34831,37563,67,23695,43742,17213,11706,20878,20818,43575,23795,12814
10/12/2023,Wyoming,54432,965,45,20507,5219,26333,41346,34896,26123,25937,41,11264,23542,35648,18582,10359,22100,35822,32235,47956
9/7/2023,Alabama,94489,125,76,36796,41919,19677,39644,12534,30401,8646,93,42374,9754,30911,21258,27331,7710,36539,41684,7451
19/12/2022,Delaware,7420,600,62,1071,35471,2137,24104,46580,30220,25250,93,28294,44510,23745,24732,13061,13270,5372,33258,44878
29/08/2023,Arkansas,49549,911,44,596,39116,20359,7468,23377,18847,25789,0,33659,29557,17126,45071,15666,32691,46490,24499,16631
29/10/2023,Delaware,49957,745,35,11188,8910,48697,29165,26952,6803,27852,87,31535,4828,42332,22061,37063,3355,30762,13619,44944
16/12/2022,Arizona,21462,57,28,22605,43718,34470,23697,6099,38185,15304,10,38652,36834,48717,22878,40377,26378,37122,227,46735
7/8/2023,New Mexico,68027,922,15,22853,42258,44795,6346,33719,3569,9997,48,13214,49102,34642,32983,10479,10826,18149,27057,28332
28/12/2022,North Dakota,78608,906,4,48952,25971,33252,1542,3187,28246,2271,23,44536,2901,47945,32633,15845,8886,4144,853,39529
10/11/2023,Oklahoma,10598,569,73,1290,25084,47035,31064,7439,3487,42481,0,24085,43513,30226,43168,12649,19071,46867,35339,10957
14/08/2023,Nebraska,95787,516,66,11018,14351,3654,10526,19454,7653,42636,95,9116,2295,30768,6950,17888,40233,18651,27969,4110
31/03/2023,Iowa,79117,120,9,3249,43950,34321,19868,27744,27689,17861,11,41682,21273,43746,34086,46801,129,18391,27968,12807
7/4/2023,California,14955,32,80,1464,15316,49530,28520,4011,1055,28822,25,35362,9990,16382,32180,14493,28340,40543,41499,26903
11/10/2023,Maryland,65980,476,78,15402,40785,33099,38107,9612,22995,14940,70,19783,17162,40050,33701,44182,27403,39445,38736,38942
22/04/2023,Colorado,12174,38,55,11133,14172,48498,20950,26957,49683,33320,20,33151,41367,37279,43843,48987,27181,35285,37222,41589
21/05/2023,Illinois,16529,341,46,11982,46990,48639,38540,20906,27880,42241,78,6448,19083,24378,4867,9243,19103,23195,44140,9861
28/06/2023,Hawaii,33492,432,67,44768,26785,39242,12740,14204,14424,49861,42,11999,4165,20838,3765,22611,41431,14163,30205,42936
18/08/2023,Maine,70111,83,53,31027,47413,32626,15961,39155,42286,44458,79,5495,16300,19701,30429,27102,13845,11729,16749,23663
20/05/2023,Ohio,11562,907,73,15108,12383,40937,46514,42877,44173,7935,40,5041,15860,18729,24784,1588,7515,28209,36487,22998
13/02/2023,Illinois,21123,409,59,4954,24885,37515,2090,644,36650,33575,67,24001,25838,19504,36083,41503,32431,34755,18344,17096
31/07/2023,Nebraska,5590,621,84,9494,5129,45199,15789,40261,13036,46167,96,29456,5500,33803,15277,14016,27066,7869,46775,22361
8/7/2023,Wyoming,9435,798,13,42886,4204,34001,34830,2528,17357,6434,33,20912,30529,33317,5597,44645,7763,19826,41811,16598
10/9/2023,Alaska,24781,868,19,49855,21792,46935,30299,44493,15025,7264,60,3926,2663,12823,16829,11982,44714,49423,11370,16525
26/12/2022,West Virginia,2144,645,49,1520,4847,32190,43860,18553,17127,46614,66,36301,9867,26171,44783,19279,7930,29466,35933,49320
21/05/2023,Mississippi,11396,182,92,17656,17512,5409,46480,10144,10412,17148,86,12041,42593,16431,30386,45977,14579,16138,29686,24153
29/09/2023,West Virginia,67492,406,92,37126,22119,13193,22939,14240,27075,47303,40,39715,48299,47383,18407,49640,17108,25553,46262,31584
16/06/2023,Virginia,93387,249,22,36221,19082,4552,16087,39747,19882,3342,47,31620,17209,4114,30423,46956,29027,17598,24905,31792
16/01/2023,Texas,61207,627,17,26663,22921,46356,20337,40330,36042,37156,18,24073,32632,35331,39428,33559,33674,4858,6683,15073
11/3/2023,Nevada,16257,692,39,21556,38018,25199,41112,36958,4244,17938,61,37982,29968,5644,21897,14467,12082,23938,18951,4637
9/9/2023,Mississippi,98910,89,69,8688,32634,16172,10869,38456,5512,29910,37,30099,48080,1285,45558,5938,30691,43315,5890,5249
28/08/2023,Oklahoma,23986,830,96,30198,44685,11389,10759,33706,7452,47251,97,20480,17772,46344,34137,8721,42664,41288,29458,17004
22/08/2023,Michigan,62671,719,24,35138,5370,8269,24979,26749,5301,25024,19,17839,49467,7929,17042,3919,18591,49675,11030,16799
25/11/2023,Oregon,63920,735,46,40759,40782,3499,19039,41667,4304,31086,42,42605,37287,27774,11260,30682,27012,35823,38562,41304
12/10/2023,Hawaii,10681,806,16,17157,20589,14005,19762,5281,40347,11038,22,5702,16577,20590,14728,4537,40645,9131,24689,32029
7/3/2023,New Jersey,12481,304,18,36563,42968,30054,37542,28379,19962,41164,57,43819,8964,42546,20487,23323,23732,19208,8877,4270
9/5/2023,New Jersey,26351,401,76,40197,8939,19367,13804,24997,5562,8281,38,4024,11776,36486,22552,28923,3978,13505,44797,36334
11/5/2023,Maine,62363,541,34,2547,18887,12558,817,47467,26019,31149,99,19623,5867,32148,40943,42730,41524,8479,39649,264
8/3/2023,Pennsylvania,59653,400,22,36683,6162,19773,19960,16899,46701,36322,60,22099,27591,32939,41309,9554,40705,47152,18549,24008
29/10/2023,Michigan,97423,598,25,7836,2739,45511,48196,38756,32408,25365,72,18910,37768,5557,31478,26428,18777,40593,31597,36142
8/7/2023,Colorado,17809,147,79,30457,14015,21597,29248,37657,31489,3073,43,34583,6990,2478,6953,26989,7096,17208,39576,20494
14/04/2023,Idaho,2313,36,82,47336,47108,2434,30050,42594,33409,26747,59,34122,37607,40288,32310,19044,17154,38254,32506,41372
10/5/2023,Oregon,1120,158,30,43638,27430,9416,46191,34104,37684,32153,80,10254,7350,2475,24865,5037,31172,47910,5623,44404
27/01/2023,Rhode Island,92388,368,32,7142,15013,3520,12963,43968,7870,17504,92,15475,20313,12072,7053,26370,25434,32708,32401,2580
28/01/2023,Kansas,31218,558,70,1902,38521,47867,48748,25420,25717,7186,46,25227,39061,45818,34959,21186,11343,39859,34821,3860
26/07/2023,New Jersey,55831,896,3,32783,3452,17162,38194,25612,31897,10203,66,4502,40576,1645,46892,30742,14120,35822,2111,45610
24/06/2023,Florida,67946,169,53,20378,1208,49830,4696,8451,38849,30896,77,7671,33503,43412,3988,15338,34648,28447,38425,44250
12/9/2023,Tennessee,36219,307,30,35173,29961,34910,41536,31949,11211,47153,86,41585,48553,45176,41233,10235,44712,48431,14582,7088
2/7/2023,Mississippi,93561,222,32,29601,721,37540,3932,21448,5216,36346,67,26926,22657,31925,34655,33798,12398,49042,24188,34577
4/6/2023,Nebraska,67007,666,99,29589,28776,24250,3879,30481,38092,22169,86,3969,32478,132,4013,10749,31827,3684,28843,46774
26/06/2023,Louisiana,21078,426,68,44338,23654,21616,5038,28575,8890,13023,17,36116,2125,28161,20889,25076,45898,18607,42927,19560
7/6/2023,Maryland,8124,485,13,582,27405,30189,41851,25632,15452,29195,82,17932,566,11972,11704,42681,21019,21609,30819,9238
24/04/2023,Florida,50210,470,21,47123,33327,4375,49311,34536,48449,30961,8,12168,49334,35760,6121,31802,27328,33323,38595,31400
22/05/2023,Tennessee,67956,169,39,39124,41242,6717,24744,11857,49606,37593,47,4740,24658,6416,1797,18468,19699,40554,30650,39814
23/07/2023,Massachusetts,43668,57,50,31883,33593,42429,12998,29810,11083,11004,85,40186,5391,11345,15555,6347,32030,49317,26353,44229
3/1/2023,Nevada,20279,253,45,29979,46787,26589,22579,47366,24647,18828,2,22093,33582,21264,15150,17271,22520,47546,30433,26856
24/09/2023,Mississippi,73101,624,29,38040,17818,19890,20928,36162,44044,37790,19,23389,30042,47501,11322,33218,37184,45412,3316,23208
23/03/2023,New York,54656,558,9,9322,568,42177,15731,8994,25632,33614,30,25845,29827,23664,36417,4322,20881,49372,7077,37264
28/01/2023,New Mexico,2709,763,83,30776,45907,32795,14002,13900,11354,24468,76,11803,17696,17162,49232,10842,33593,34751,13486,41917
22/01/2023,Georgia,58524,161,11,2767,38915,35224,1875,34257,6895,13101,54,43240,33267,41181,36956,30908,49067,49573,24171,26207
30/06/2023,Delaware,54076,924,82,4896,24622,3118,11687,38423,47808,47194,56,32041,4488,12577,29848,16959,6572,37044,35785,12925
27/01/2023,New Jersey,59234,292,34,19580,32,11044,16619,37544,12885,14043,23,47528,4101,42526,27880,17634,32034,43146,21808,25403
25/01/2023,Washington,65188,317,89,36141,26993,32037,21963,11855,40920,27232,31,36689,2986,30247,43276,12884,36848,43700,14068,12018
27/11/2023,Tennessee,9583,570,58,38255,35256,24216,43579,20642,14157,48549,49,4458,101,45326,27471,22298,46965,25162,34781,32126
11/8/2023,Virginia,27478,521,55,7015,5906,43587,9364,38691,24870,44076,16,38493,31712,10637,39370,452,19955,26102,36985,43087
5/5/2023,Wyoming,89852,855,13,11860,49140,48329,46388,22492,2328,1078,66,40268,31661,5129,49745,38073,38807,742,19982,12008
5/2/2023,Washington,93229,127,78,20931,3522,2975,20596,12958,21874,26846,56,39761,37322,1830,13923,8420,46607,28012,29476,49550
27/02/2023,Utah,23791,680,3,15330,22840,16308,20824,13609,22958,9481,38,32986,3801,15449,18577,23984,24131,12611,26019,25986
11/1/2023,Oregon,50956,129,92,12170,7135,22907,33266,40167,34917,22744,57,47114,31731,7683,29462,21054,38757,13202,39763,10937
13/03/2023,Mississippi,32855,382,29,22931,9212,43759,48905,48765,42527,45781,1,7218,31517,35753,3184,18732,23283,36952,37477,4957
29/11/2023,Indiana,55921,89,21,10167,44356,20549,43032,43698,30724,14986,12,14190,19875,9011,36304,43919,18954,25343,43173,41947
7/8/2023,South Dakota,55469,716,65,28354,40710,36954,34246,7000,22205,6239,7,37955,17911,18736,48089,43635,12047,25991,7593,41973
14/11/2023,Tennessee,22785,853,41,36533,10694,8876,48404,6616,17436,32609,81,12484,21320,28020,26633,44363,30562,35560,3426,31366
